9.870670735836029053e-03 2.262176752090454102e+00 -6.061542034149169922e-01 2.100000000000000000e+01
1.206670794636010950e-02 2.560616016387939009e+00 -5.911713838577270508e-01 1.700000000000000000e+01
1.458323374390601938e-02 2.984111070632935014e+00 -5.800593495368957520e-01 1.200000000000000000e+01
1.853465661406517029e-02 3.539826393127440962e+00 -5.606611371040344238e-01 1.000000000000000000e+01
2.452397719025611877e-02 4.390955924987792969e+00 -5.391499996185302734e-01 9.000000000000000000e+00
3.293403983116149902e-02 5.718062877655029297e+00 -5.002739429473876953e-01 9.000000000000000000e+00
5.059541389346122742e-02 8.282479286193847656e+00 -4.340744316577910822e-01 1.000000000000000000e+00
9.723775088787078857e-02 1.505739212036132990e+01 -2.628332376480103094e-01 2.000000000000000000e+00
1.772156357765198101e-02 2.256333112716674805e+00 -6.046012639999389648e-01 2.000000000000000000e+01
2.105280943214892994e-02 2.566404342651367188e+00 -5.925210714340209961e-01 1.800000000000000000e+01
2.485161274671554912e-02 2.966373205184936968e+00 -5.766248106956481934e-01 1.200000000000000000e+01
3.097703680396080017e-02 3.549616813659667969e+00 -5.622254610061645508e-01 1.000000000000000000e+01
3.983310982584953308e-02 4.388858318328857422e+00 -5.389062166213989258e-01 1.000000000000000000e+01
5.289360508322715759e-02 5.717913150787354404e+00 -5.002739429473876953e-01 9.000000000000000000e+00
7.935297489166259766e-02 8.266274452209472656e+00 -4.332370460033416748e-01 1.000000000000000000e+00
1.499564051628113071e-01 1.507295799255370916e+01 -2.631124854087830145e-01 2.000000000000000000e+00
2.553177997469902039e-02 2.250462293624877930e+00 -6.030483841896057129e-01 2.100000000000000000e+01
3.005667962133884083e-02 2.570212602615356001e+00 -5.934208631515502930e-01 1.900000000000000000e+01
3.534583374857903221e-02 2.978047132492064986e+00 -5.789144635200500488e-01 1.300000000000000000e+01
4.334319010376930237e-02 3.547511816024779829e+00 -5.619125962257385254e-01 9.000000000000000000e+00
5.510295182466506958e-02 4.384722709655761719e+00 -5.384187698364257812e-01 1.000000000000000000e+01
7.254791259765625000e-02 5.693786621093750000e+00 -4.981822371482849121e-01 9.000000000000000000e+00
1.083117499947548051e-01 8.273935317993164062e+00 -4.336557388305664062e-01 1.000000000000000000e+00
2.023549526929855069e-01 1.505634689331055043e+01 -2.628332376480103094e-01 2.000000000000000000e+00
3.338720649480819702e-02 2.250359535217285156e+00 -6.030483841896057129e-01 2.100000000000000000e+01
3.888026624917984009e-02 2.560349225997924805e+00 -5.911713838577270508e-01 1.400000000000000000e+01
4.562033340334892273e-02 2.970053434371947798e+00 -5.773880481719970703e-01 1.200000000000000000e+01
5.566399544477462769e-02 3.543388605117797852e+00 -5.612868666648864746e-01 9.000000000000000000e+00
7.069501280784606934e-02 4.402367115020751953e+00 -5.406123995780944824e-01 1.000000000000000000e+01
9.258418530225753784e-02 5.703459262847900391e+00 -4.990537762641906738e-01 9.000000000000000000e+00
1.372587382793427069e-01 8.277501106262207031e+00 -4.338650703430175781e-01 2.000000000000000000e+00
2.541654109954833984e-01 1.501156139373778942e+01 -2.620653212070465088e-01 2.000000000000000000e+00
4.134842380881310203e-02 2.256023883819580078e+00 -6.046012639999389648e-01 2.000000000000000000e+01
4.759897291660308838e-02 2.548507690429687944e+00 -5.884719491004943848e-01 1.400000000000000000e+01
5.620950460433959961e-02 2.981653690338135210e+00 -5.796777009963989258e-01 1.200000000000000000e+01
6.795654445886611938e-02 3.539222717285155806e+00 -5.606611371040344238e-01 9.000000000000000000e+00
8.563489466905593872e-02 4.380261898040770596e+00 -5.379312634468078613e-01 1.000000000000000000e+01
1.126888692378997942e-01 5.713061332702636719e+00 -4.999253451824188232e-01 9.000000000000000000e+00
1.666327863931655884e-01 8.300933837890625000e+00 -4.351211488246917725e-01 1.000000000000000000e+00
3.065640032291411798e-01 1.501058292388916016e+01 -2.620653212070465088e-01 2.000000000000000000e+00
4.934959486126899719e-02 2.261659860610961914e+00 -6.061542034149169922e-01 1.900000000000000000e+01
5.658101662993431091e-02 2.552222490310668945e+00 -5.893717408180236816e-01 1.400000000000000000e+01
6.639779359102249146e-02 2.971625328063964844e+00 -5.777696371078491211e-01 1.100000000000000000e+01
8.031032234430313110e-02 3.538963794708251953e+00 -5.606611371040344238e-01 9.000000000000000000e+00
1.010615304112433971e-01 4.385890007019042969e+00 -5.386624932289123535e-01 9.000000000000000000e+00
1.320755481719970981e-01 5.688731193542479581e+00 -4.978336095809937079e-01 9.000000000000000000e+00
1.946663409471512118e-01 8.260367393493652344e+00 -4.330277144908905029e-01 1.000000000000000000e+00
3.583851158618927002e-01 1.498543167114257990e+01 -2.616464793682097834e-01 2.000000000000000000e+00
5.630992352962493896e-02 2.255700111389160156e+00 -6.046012639999389648e-01 1.600000000000000000e+01
6.484533101320266724e-02 2.561772584915161133e+00 -5.916212797164916992e-01 1.600000000000000000e+01
7.563304156064987183e-02 2.967476844787598100e+00 -5.770063996315002441e-01 1.100000000000000000e+01
9.173401445150375366e-02 3.550542354583739790e+00 -5.625383257865905762e-01 9.000000000000000000e+00
1.147357597947120944e-01 4.381581783294677734e+00 -5.381750464439392090e-01 9.000000000000000000e+00
1.499465405941010077e-01 5.688288211822509766e+00 -4.978336095809937079e-01 9.000000000000000000e+00
2.210426777601242065e-01 8.275687217712402344e+00 -4.338650703430175781e-01 1.000000000000000000e+00
4.049204885959625244e-01 1.496424198150634943e+01 -2.612974345684052069e-01 2.000000000000000000e+00
6.390868127346038818e-02 2.245834350585937944e+00 -6.020131111145019531e-01 1.900000000000000000e+01
7.389941066503524780e-02 2.565426588058472124e+00 -5.925210714340209961e-01 1.500000000000000000e+01
8.599101006984710693e-02 2.967194795608520952e+00 -5.770063996315002441e-01 1.100000000000000000e+01
1.040113344788551053e-01 3.546251535415648970e+00 -5.619125962257385254e-01 9.000000000000000000e+00
1.298529654741286954e-01 4.375202178955078125e+00 -5.374438166618347168e-01 7.000000000000000000e+00
1.696825474500656128e-01 5.683746814727783203e+00 -4.974849820137023926e-01 9.000000000000000000e+00
2.502906322479248047e-01 8.286843299865722656e+00 -4.344930946826934814e-01 1.000000000000000000e+00
4.571529924869536798e-01 1.496273803710938033e+01 -2.612974345684052069e-01 2.000000000000000000e+00
7.187110185623168945e-02 2.249459266662598100e+00 -6.030483841896057129e-01 2.200000000000000000e+01
8.272814750671386719e-02 2.561257600784302202e+00 -5.916212797164916992e-01 1.200000000000000000e+01
9.660281985998153687e-02 2.974725484848022017e+00 -5.785328745841979980e-01 1.100000000000000000e+01
1.161302104592323026e-01 3.537969589233397993e+00 -5.606611371040344238e-01 9.000000000000000000e+00
1.453219205141068060e-01 4.380673885345458984e+00 -5.381750464439392090e-01 9.000000000000000000e+00
1.900527477264404019e-01 5.699050426483154297e+00 -4.988794624805449884e-01 9.000000000000000000e+00
2.784084379673004150e-01 8.261965751647949219e+00 -4.332370460033416748e-01 1.000000000000000000e+00
5.082911849021911621e-01 1.492907428741455078e+01 -2.607389390468596857e-01 2.000000000000000000e+00
7.951744645833969116e-02 2.243402719497681108e+00 -6.014954447746276855e-01 2.000000000000000000e+01
9.145897626876831055e-02 2.555110692977904829e+00 -5.902715921401977539e-01 1.200000000000000000e+01
1.075505316257476945e-01 2.990066051483153853e+00 -5.815858244895935059e-01 1.100000000000000000e+01
